"commune","year","precipitation","month"
"SAVE","2021","119.9","10"
"BOHICON","2021","162.2","10"
"COTONOU_AEROPORT","2021","99.2","10"
"KANDI_AEROPORT","2021","0","11"
"NATITINGOU_PEPORIYAKOU","2021","4","11"
"PARAKOU_AEROPORT","2021","0","11"
"SAVE","2021","10.6","11"
"BOHICON","2021","38.3","11"
"COTONOU_AEROPORT","2021","106.2","11"
"KANDI_AEROPORT","2021","0","12"
"NATITINGOU_PEPORIYAKOU","2021","0","12"
"PARAKOU_AEROPORT","2021","0","12"
"SAVE","2021","0","12"
"BOHICON","2021","0","12"
"COTONOU_AEROPORT","2021","0","12"
"KANDI_AEROPORT","2022","0","1"
"NATITINGOU_PEPORIYAKOU","2022","0","1"
"PARAKOU_AEROPORT","2022","0","1"
"SAVE","2022","0","1"
"BOHICON","2022","0","1"
"COTONOU_AEROPORT","2022","2.4","1"
"KANDI_AEROPORT","2022","0","2"
"NATITINGOU_PEPORIYAKOU","2022","0","2"
"PARAKOU_AEROPORT","2022","0","2"
"SAVE","2022","0","2"
"BOHICON","2022","1","2"
"COTONOU_AEROPORT","2022","24.2","2"
"KANDI_AEROPORT","2022","0.1","3"
"NATITINGOU_PEPORIYAKOU","2022","25","3"
"PARAKOU_AEROPORT","2022","15","3"
"SAVE","2022","43.8","3"
"BOHICON","2022","71.4","3"
"COTONOU_AEROPORT","2022","21.7","3"
"KANDI_AEROPORT","2022","14.4","4"
"NATITINGOU_PEPORIYAKOU","2022","178","4"
"PARAKOU_AEROPORT","2022","50","4"
"SAVE","2022","158","4"
"BOHICON","2022","245.7","4"
"COTONOU_AEROPORT","2022","230.8","4"
"KANDI_AEROPORT","2022","27.7","5"
"NATITINGOU_PEPORIYAKOU","2022","152.7","5"
"PARAKOU_AEROPORT","2022","52.4","5"
"SAVE","2022","73.3","5"
"BOHICON","2022","201.9","5"
"COTONOU_AEROPORT","2022","137.8","5"
"KANDI_AEROPORT","2022","222","6"
"NATITINGOU_PEPORIYAKOU","2022","186.3","6"
"PARAKOU_AEROPORT","2022","271","6"
"SAVE","2022","203.6","6"
"BOHICON","2022","193.9","6"
"COTONOU_AEROPORT","2022","398.2","6"
"KANDI_AEROPORT","2022","285.9","7"
"NATITINGOU_PEPORIYAKOU","2022","109.1","7"
"PARAKOU_AEROPORT","2022","230","7"
"SAVE","2022","136.4","7"
"BOHICON","2022","63.8","7"
"COTONOU_AEROPORT","2022","16.2","7"
"KANDI_AEROPORT","2022","188.1","8"
"NATITINGOU_PEPORIYAKOU","2022","167.8","8"
"PARAKOU_AEROPORT","2022","288.5","8"
"SAVE","2022","479","8"
"BOHICON","2022","67.5","8"
"COTONOU_AEROPORT","2022","19.9","8"
"KANDI_AEROPORT","2022","270.9","9"
"NATITINGOU_PEPORIYAKOU","2022","263.6","9"
"PARAKOU_AEROPORT","2022","","9"
"SAVE","2022","139.2","9"
"BOHICON","2022","159.3","9"
"COTONOU_AEROPORT","2022","134.8","9"
"KANDI_AEROPORT","2022","76.7","10"
"NATITINGOU_PEPORIYAKOU","2022","133.6","10"
"PARAKOU_AEROPORT","2022","82.6","10"
"SAVE","2022","160.3","10"
"BOHICON","2022","101.7","10"
"COTONOU_AEROPORT","2022","199.5","10"
"KANDI_AEROPORT","2022","0","11"
"NATITINGOU_PEPORIYAKOU","2022","0","11"
"PARAKOU_AEROPORT","2022","0","11"
"SAVE","2022","4.5","11"
"BOHICON","2022","24.1","11"
"COTONOU_AEROPORT","2022","75.1","11"
"KANDI_AEROPORT","2022","0","12"
"NATITINGOU_PEPORIYAKOU","2022","0","12"
"PARAKOU_AEROPORT","2022","0","12"
"SAVE","2022","0","12"
"BOHICON","2022","0","12"
"COTONOU_AEROPORT","2022","0.2","12"
